mapel,soal,jawaban,keterangan,skor
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,fastabiqul khoirot berlomba lomba dalam hal kebaikan karakter di sekolah seperti giat belajar belajar dengan bersungguh sungguh membantu teman yang kesulitan sama tugasnya,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,fastabiqul khoirot berlomba lomba dalam kebaikan yaitu selalu melakukan kebaikan maka suasana dan karakter siswa akan menjadi baik dan selalu damai rukun satu sama lain kebaikan juga harus diterapkan dalam sehari hari agar mudah diterapkan bagi siswa,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,jika kita menerapkan fastabiqul khoirot maka akan memperbaiki karakter dan suasana siswa di sekolah karena saling tolong menolong dan membantu sesama,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,syu abul iman memperbaiki kulaitas hidupnya yang dulunya suka bolos dan sekarang rajin mengikuti kegiatan pelajaran dan perbuatan baik lainnya,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,fastabiqul khoirot berlomba lomba dalam kebaikan sesuatu yang apabila kita kerjakan dengan cara berlomba lomba itu sangat baik,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,fastabiqul khoirot dimana bisa membuat siswa lebih bagus lebih baik dan dimana sekolah akan bagus rapi dan indah jika siswa menerapkan fastabiqul khoirot,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,akhlaq mazmumah dengan cara kita harus menjauhi akhlaq tercela seperti sombong iri dan sbg kita harus menjauhinya dan kita harus memberi tahu teman kita yang melakukan akhlaq mazmumah agar tidak melakukannya agar terjauh dari sifat tersebut kita harus belajar,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,fastabiqul kharot yang artinya berlomba lomba dalam kebaikan jika seorang siswa dapat menerapkan suka menolong slalu melakukan hal kebaikan maka dia akan memiliki lingkungan yang harmonis dan tenang,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,fastabiqul khoirot yaitu berlomba lomba dalam kebaikan siswa berlomba lomba dalam mendapatkan peringkat di kelasnya merupakan perilaku dala kebaikan mampu memperbaiki suasana dan karakter siswa di sekolah,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,adanya pembiasaan kedisiplinan bertanggung jawab dalam hal apapun berahlak yang mulia jujur dimanapun kapanpun memiliki sikap mandiri berdiskusi mata pelajaran nilai siswa,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,akhlak mazmumah karna sebaik baiknya orang akan hilang kebaikannya jika ditutupi oleh kesalahan tanpa mereka berfikir akan butuhnya mereka dan menyombongkan diri atas apa yang diperoleh cara memperbaiki akhlak mazmumah tersebut adalah kita saling terbuka saling mengapresiasi dan saling bertukar cerita agar tidak ada kesan sombong diantaranya karna dari sifat sombong tersebut bisa menimbulkan perkara permasalahan diantara kita,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,fastabiqul khoirot yaitu berlomba lomba dalam kebaikan agar dapat menciptakan rasa kebersamaan kerukunan dan saling tolong menolong,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,akhlaq mazmumah penerapannya adalah kita harus mengingatkan satu sama lain bahwa akhlaq mazmuah itu tidak pantas di contoh karena ahlak mazmumah adalah ahlaq yang tercela,jawaban siswa,10
pendidikan agama islam,pilih salah satu fastabiqul khoirot syu abul iman atau akhlaq mazmumah jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah,syu abul iman karena dapat membantu memperbaiki ahklak perilaku siswa,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,iman kepada allah yaitu kita harus mematuhi dan menjalankan perintah allah iman malaikat yaitu kita harus mematuhi dan menjalankan perintah allah ima kitab kita harus menjaga kitab kitab yang diberikan kepada kita iman rosululah iman hari akhir,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,jujur bersedekah amanah sholat berbakti pada orang tua sholat tidak menunda nunda dan menjalankan sunahnya,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,ma riful bi qolbi kaulum bilisan a malun biarkan kaulun bilisan yaitu perilaku dalam lisan berbicara,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,qoulu bil lisani diucapkan dengan lisan diniati dalam hati dilakukan dengan anggota badan,jawaban siswa,5
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,iman kepada allah iman kepada rasul dan malaikat allah iman kepada kitab allah iman kepada qada dan qadar,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,mengucapkan dua kalimat syahadat mendirikan sholat membayar zakat menjaga amanah bersikap jujur jujur berarti berkata dan bebruat sesuai dengan kenyataan tanpa menipu sehingga menumbuhkan kepercayaan orang lain,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,jujur bersedekah sholat amanah berbakti pada orang tua jujur yang dimana kita semua berkata seadanya sesuai fakta tidak boleh ngomong di lebih lebih kan,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,ma rifatun bi kalbi kaulun bi lisan amalin bi arkan makna dari amalun bi arkan adalah beriman dengan perbuatan yang baik,jawaban siswa,0
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,iman kepada allah swt iman kepada malaikat iman kepada kitab kitab allah iman kepada rosul dan nabi iman kepada hari akhir,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,iman kepada allah berdoa sholat waktu iman kepada kitab allah dan berdzikir makna dari berdzikir yaitu jika mengamalkannya akan mendapatkan pahala,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,percaya kepada allah percaya kepada malaikat percaya kepada kitab percaya kepada rasul percaya kepada hari kiamat percaya kepada qada dan qadar,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,beriman kepada allah beriman kepada malaikat beriman kepada rosul beriman kepada kitab beriman kepada hari kiamat makna iman kepada allah adalah meyakini adanya allah keesaan keagungan petolongan allah dan semua yang ada didunia ini beserta isinya adalah bentuk kekuasaan dan ciptaan allah,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,iman kepada allah iman kepada malaikat iman kepada rasulullah iman kepada kitab kitab ima kepada qada dan qadar,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,ma rifatun biqolbi qoulun billisan a malun biarkan ma rifatun biqolbi yang berkaitan dengan hati qoulun bil lisan yang berkaitan dengan perkataan lisan kita a malun biarkan yaitu yang berkaitan dengan amalan perbuatan yang kita contohkan,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,iman kepada allah swt iman kepada malaikat iman kepada kitab kitab allah iman kepada rosul dan nabi iman kepada hari akhir,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,ma rifatun bi qalbi yaitu beriman dengan hati qaulun bi lisan yaitu berbicara yang baik ma rifatun bi qalbi yaitu beriman dengan hati,jawaban siswa,10
pendidikan agama islam,sebutkan lima cabang iman dan jelaskan makna salah satunya,menghargai orang lain mengucapkan kalimat syahadat sholat bersikap jujur dan menepati janji bersikap jujur kejujuran adalah cabang iman yang paling penting krn menunjukkan kesucian hati ketulusan seseorang,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,sombong iri suka berbohong contoh sombong memamerkan suatu barang mahal iri iri terhadap seseorang yang hodupnya enak berbohong terhadap orang tua soal hal memukul adek,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,sombong iri pamer,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,hasad contohnya iri kepada teman yang kaya riya contohnya berfoya foya membeli barang yang tidak perlu takabur contohnya sombong merasa paling pintar,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,riya takabur dan hasad foya foya contoh sifat batin sombong ujib kagum pada diri sendiri iri dengki marah perbuatan lisan ghibah adu domba berbohong dendam riya ingin medapatkan pujian dari orang lain si a pamer dan ingin dipuji oleh si b takabur memiliki sifat sombong s doni mempunyai mobil baru dia pamer sombong dan memamerkannya ke si timo foya foya andi mendapatkan uang lebih dan dia ngerasa tisak butuh apa apa lalu dia bersenang senang dengan berfoya foya menghambur haburkan uang hasad dengki melihat orang yang lagi senang dia merasa iri dengki hati kenapa aku tidak bahagia,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,riya apabila kita mempunyai amal banyak lalu di pamerkan kepada orang lain sombong membanggakan dirinya seperti kita dapat peringkat satu di kelas untuk jadi siswa yang paling aktif fi kelas lalu ia sombongkan kepada temannya untuk orang lain iri apabila teman kita mempunyai kelebihan terkait harta apapun ia iri kepada temannya,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,iri hati sombong suka berbohong orang yang iri hati yaitu orang yang tidak ingin temannya itu berada di atas dia contohnya si a pintar namun si b lebih pintar nah karena si a orangnya sellau iri dia menjelek jelekan si b kepada teman temannya agar si b tidak memiliki teman orang yang suka berbohong orang slalu berkata yang tidak sesuai kenyataan,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,sombong akhlaknya tidak dipakai irian dan suka berbohong,jawaban siswa,0
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,iri sombong riya contoh aldi habis sedekah kepada masjid sebesar miliar setelah itu aldi pulang bertemu teman teman nya dia menceritakan dengan berniat riya karena dia habis menyumbangkan hartanya kepada masjid riya adalah sesuatu yang telah kita lakukan dan kita bicarakan kepada orang lain,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,foya foya boros dalam segala hal hasad sombong terhadap kebaikan yang dilakukannya riya pamer terhadap segala hal yang ia punya dan yang dilakukan agar di puji orang lain,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,riya pamer ketika habis beli barang bagus atau mahal diperlihatkan kepada teman temannya foya foya boros berlebihan dalam membelanjakan uang padahal bukan kebutuhannya hasad iri dengki iri dicampur rasa benci ketika orang lain mencapai kesuksesannya,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,sombong iri hati berbohong,jawaban kunci,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,membuang sampah sembarangan melawan orang tua menghina orang kesusahan,jawaban siswa,5
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,tiga contoh akhlak mazmumah iri yang dimana ada orang si a mempunyai gelang emas baru dan si b ini tahu kalau si a mempunyai gelang emas baru dan si b ini iri degan si a yang mempunyai gelang emas baru sombong misal syaa punya teman yang bernama dila nah dila ini habis beli hp baru si dilla ini pas disekolahan memamerkan hp barunya di dpn teman temannya berbohong misal dikelas teman saya kehilangan pulpenya teman saya ini tanya tanya ke teman satu kelasnya apa ada yang tau pulpenku dan ada si b bilang saya tidak tau pulpenya dimana aka itulah disebut berbohong,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,sombong terhadap sesama iri melihat temannya mendapatkan teman baru suka berbohong terhadap teman orang tua,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,sombong iri hati dengki bohong,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,pamer contohnya ada seseorang yang mempunyai emas yang sangat banyak dia ingin semua orang tau bahwa dia memiliki banyak emas lalu dia memposting di medsos bahwa dia orang yang mempunyai emas yang sangat banyak iri contohnya seseorang yang mendapatkan baju baru padahal itu baru tapi tetap saja kalau ada temannya memilki yang lebih bagus lagi dia ingin mempunyai bohong contohnya berbohong kepada teman guru orang tua,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,iri terhadap kesuksesa orang lain jika kita membeli barang kita suka memamerkannya kita di beri kepercayaan tetapi tidak dilaksanakan,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,sombong karna kepintaranya sombong dengan uang saku sombong degan apa yang ia punya,jawaban siswa,0
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,jika ada temanya yang tidak bisa maka kita berlomba lomba membantu teman kita tidak boleh kita berlomba lomba dalam keburukan kita harus berlomba lomba dalam mencapai nilai ujian,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,piket kelas mengerjjakan tugas memberi salam kepada guru,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,menjaga lingkungan sekolah seperti tertib dalam aturan sekolah baik dan sopan,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,berbagi ilmu kecuali saat ujian membantu teman saat piket sendiri menolong teman saat kesusahan,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membantu teman yang kesusahan menolong teman yang terkena musibah jatuh kecelakaan dan lain lain dan membantu teman yang kesusahan dalam belajar,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membersihkan lingkungan sekolah merebutkan perintah guru untuk membaca al quran mengerjakan tugas dengan cepat,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,ketika ujian saat kumandang adza melaksanakan sholat,jawaban siswa,0
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,saling membantu satu sama lain mengerjakan tugas mengajari teman yang kesulitan dalam mengerjakan dalam memahami pelajaran,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,saat selesai pelajaran ada teman kita yang belum paham kita yang paham harus menjelaskan tetapi jika waktu ulangan ujian kita tidak boleh memberi jawaban saat teman kita terjatuh kita harus menolong saat guru kita menjelaskan kita harus mendengarkan,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,belajar dengan sungguh sungguh tidak mencontek tidak datang telat dan mengikuti upacara,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membantu teman menjaga kebersihan kelas disiplin waktu,jawaban kunci,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,jika teman kita lupa membawa pensil kita pinjami ketika pada saat sekolah sudah masuk jam nya sholat kita ajak teman kita sholat tanpa menguur waktu membantu guru jika kesusahan membawa suatu barang,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,mengerjakan tugas membantu teman jika kesulitan tidak mencontek jujur,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membersihkan ruang kelas membantu teman yang sedang kesusahan menghormati guru,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membantu teman yang jatuh menuntut ilmu rajin belajar membantu guru membawakan buku ke kelas,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membersihkan kelas sebelum pelajaran di mulai menghormati dan menghargai guru tidak membuang sampah sembarangan,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,saat ujian sholat waktu adan berkumandang,jawaban siswa,0
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membantu teman yang kesusahan membantu guru menghapus papan tulis membuang sampah di tempatnya,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,membuang sampah pada tempatnya membersihkan halaman sekolah mendengarkan guru saat guru menerangkan,jawaban siswa,10
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,jaga kebersihan berpakaian rapi dan jaga etika dan omongan ke guru maupun ke teman,jawaban siswa,10
