Mata Pelajaran_clean,Soal_clean,Jawaban_clean,Keterangan_clean,Skor
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,jika ada temanya yang tidak bisa maka kita berlomba lomba membantu teman kita tidak boleh kita berlomba lomba dalam keburukan kita harus berlomba lomba dalam mencapai nilai ujian,jawaban siswa,10.0
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,saat selesai pelajaran ada teman kita yang belum paham kita yang paham harus menjelaskan tetapi jika waktu ulangan ujian kita tidak boleh memberi jawaban saat teman kita terjatuh kita harus menolong saat guru kita menjelaskan kita harus mendengarkan,jawaban siswa,10.0
pendidikan agama islam,sebutkan tiga contoh perilaku fastabiqul khoirot di lingkungan sekolah,menolong teman yang membutuhkan teman susah menjenguk teman yang sakit ikut serta dalam kegiatan amal untuk orang yang mengalami musibah,jawaban siswa,10.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sustem ekonomi pancasila yaitu sebagai landasan dan operation untuk mewujudkan keadilan sosial kemakmuran dan kesejahteraan yang merata bagi seluruh rajyat indonesia,jawaban siswa,5.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,gotong royong,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila adalah sistem yang berlandaskan pada nilai nilai pancasila sebagai dasar negara indonesia,jawaban siswa,10.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem keuangan yang bisa membuat semua itu rata,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,merupakan ketentuan pegangan bangsa indonesia,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila ialah sistem yang ekonomi yang diambil dari makna pancasila itu sendiri,jawaban siswa,5.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,memberikan kehidupan yang makmur dalam masyarakat,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila merupakan sistem ekonomi yang menggunakan dasar pancasila,jawaban siswa,10.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,system ekonomi pancasila yaitu berupa pembayaran pajak yang wajib agar untuk membangun lebih cepat entah itu pembangungan jalan ataupun bantuan bantuan yang diterima oleh rakyat kurang mampu,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,lambang ke empat pancasila yaitu padi dan kapas yang menunjukkan sistem ekonomi pancasila,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila adalah sistem yang menerangkan tentang pengertian ekonomi masalah yang ada di ekonomi dampak ekonomi dan sebagainya,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem yang berlandasan pada nilai nilai pancasila sebagai dasar negara indonesia,jawaban siswa,10.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,pengolahan dana,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,suatu metode memberikan kehidupan yang makmur kepada masyarakat,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,ekonomi pancasila merupakan suatu kegiatan yang bersangkutan dengan ekonomi yang berdasarkan nilai nilai pancasila,jawaban siswa,10.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila yaitu sebagai landasan untuk mewujudkan keadilan sosial kemakmuran dan kesejahteraan yang merata bagi seluruh rakyat indonesia,jawaban siswa,5.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila adalah keuangan yang bisa mengatur semua,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila adalah sistem ekonomi khas indonesia yang dilandaskan pancasila dan undang undang dasar asas utamanya ialah kekeluargaan keadilan sosial dan gotong royong,jawaban siswa,10.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,sistem ekonomi pancasila adalah keuangan yang bisa menjadikan semua itu rata tidak dikorupsi,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,adalah perekonomian pancasila,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,system ekonomi pancasila itu mengikuti bagaimana keaadan pekerjaan,jawaban siswa,0.0
pendidikan pancasila,apa yang kalian ketahui tentang system ekonomi pancasila,pengolahan dana korupsi,jawaban siswa,0.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,berbeda beda antar suku agama ras budaya tapi tetap bersama bersatu kesatuan,jawaban siswa,5.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,ajaran toleransi dan persatuan yaitu mengakui adanya perbedaan tetapi menjaga kesatuan dan keharmonisan dalam kehidupan bermasyarakat,jawaban siswa,10.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,meskipun berbeda ras suku bahasa budaya dan lain lain indonesia akan tetap satu sama hanya dengan arti dari bhinneka tunggal ika tersebut berbeda beda tetapi tetap satu jua,jawaban siswa,5.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,maknanya adalah agar kita dapat menghargai walaupun berbeda beda,jawaban siswa,5.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,bhinneka bermakna berbeda beda atau beragam tunggal bermakna satu ika bermakna itu menjadi harafiah yang berarti berbeda beda tapi tetap satu,jawaban siswa,10.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,makna bhineka tunggal ika dalam kitab sutasoma yaitu berbeda beda tetapi tetap satu jua jangan jadikan perbedaansebagai perpecahan tapi jadikan perbedaan sebagai persatuan,jawaban siswa,5.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,berbeda beda tetapi tetap satu jiwa,jawaban siswa,0.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,kitab kakawin sutasoma karya mpu tantular adalah ajaran tentang persatuan berbeda beda tetapi tetap satu jua hakikat di tengah perbedaan ajaran,jawaban siswa,10.0
pendidikan pancasila,apakah sebenarnya makna dari bhineka tunggal ika dalam kitab sutasoma tersebut,berisi etika dan nilai moral manusia dalam menghargai perbedaan dan tetap menjadi satu kesatuan dalam keberagaman,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda tapi tetap satu tujuan anti terpecah belah,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda keberagaman tetapi tetap menjadi kesatuan,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berasal dari bahasa jawa kuno kawi berbeda beda satu itu tidak ada kebenaran atau ajaran mendua atau berbeda beda,jawaban siswa,10.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda tetapi tetap satu tujuan,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,merupakan suatu semboyan berbeda beda tetapi tetap satu jua,jawaban siswa,10.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berasal dari bahasa jawa berbeda beda tapi satu itu tidak ada,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda tetapi tetap satu jua yang tidak melanggar aturan,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda tetapi tetap satu jua,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda itu satu adanya tidak ada kebenaran yang mendua,jawaban siswa,10.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,bhinneka tunggal ika tan hana dharma mangrwa artinya adalah semboyan bangsa kita adalah bhineka tunggal ika,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,artinya berasal dari bahasa jawa kuno berbeda beda satu itu tidak ada kebenaran atau ajaran mendua atau berbeda beda,jawaban siswa,10.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,bhinneka tunggal ika berbeda beda tetapi tetap satu jua,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda tetapi tetap satu jua meskipun berbeda janganlah berpecah belah,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan republik indonesia,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,bhinneka tunggal ika adalah keberagaman dan kesatuan,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,tanpa membeda bedakan suku dan ras dan budaya,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,beragaman kesatuan,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,berbeda beda tetapi tetap satu itu tidak ada,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,bhineka tunggal ika tan hana dharma mangrwa bermakna berbeda beda tapi tetap satu dan tidak ada kebenaran yang mendua,jawaban siswa,10.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,bhinneka tunggal ika tan hana dharma magrwa yang artinya perbedaan antar keberagaman merupakan kesatuan dari bangsa indonesia,jawaban siswa,0.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,bahwasanya yaitu berbeda beda tetapi satu itu tidak ada,jawaban siswa,5.0
pendidikan pancasila,bhinneka tunggal ika tan hana dharma mangrwa coba cari makna atau arti dari kalimat tersebut,keberagaman dan kesatuan,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,tergantung dalam bangsa indonesia,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,meskipun indonesia memiliki belasan ribu pulau tetapi tetap bersatu berhubungan dengan bhinneka karena berbeda beda tetap bersatu,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,makna yang terkandung dalam hubungan bangsa indonesia dan bhineka tunggal ika yaitu indonesia memiliki penduduk heterogen dengan kepulauan belasan ribu walaupun terpecah belah oleh pulau tapi masih tepat indonesia,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,walaupun berbeda tetapi kita tetap satu darah satu pejuang dan satu negara,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,mereka ini saling dipersatukan oleh selat dan laut akan tetapi mereka juga memiliki ciri khas masing masing,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,makna yang terkandung adalah bahwa walaupun indonesia terdiri dari banyak pulau suku budaya dan adat istiadat seluruh rakyat indonesia tetap di persatukan sebagai satu bangsa dan satu negara dalam bingkai bhineka tunggal ika,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,walau indonesia terdiri dari berbagai macam pulau dan perbedaan yang sangat jauh kita tetapi punya tujuan yang sama yaitu agar indonesia menjadi lebih berkembang dan maju,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,dalam hubungan dengan bangsa indonesia sangat dalam karena semboyan ini bukan terkait slogan tetapi fondasi kehidupan dan bernegara,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,bhineka tunggal ika adalah simbol garuda yang besar dan keberanian dan tanggung jawab dengan apapun yang dilakukan,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,indonesia merupakan negara yang memiliki belasan ribu pulau hubungan indonesia terhadap bhinneka tunggal ika adalah meskipun indonesia mempunyai beragam pulau beragam suku budaya dan ras merek aitu tetap satu,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,keberagaman perbedaan pulau tapi bersatu,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,makna yang terkandung dalam hubungan bangsa indonesia dengan bhinneka tunggal ika yaitu kita tidak boleh membedakan antar suku ras budaya meskipun kita berbeda namun harus tetap bersatu,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,semangat berberagam dalam perbedaan kesatuan dari bangsa indonesia bhinneka artinya berbeda beda tunggal artinya satu ika artinya jua,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,bhineka tunggal ika erat kaitannya dengan hubungan bangsa indonesia karena arti dari bhineka tunggal ika sendiri sudah menjelaskan bagaimana hubungan bangsa indonesia,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,bhineka tunggal ika telah menjadi dasar bersatunya bangsa indonesia untuk menggapai cita cita bangsa karena bhinneka tunggal ika memiliki makna berbeda beda tetapi tetap satu jua,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,perbedaan dalam keberagaman merupakan kesatuan dari bangsa indonesia,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,walaupun indonesia belasan ribu pulau di persatukan oleh bhineka tunggal ika yang artinya walaupun berbeda tetapi tetap satu jua maksudnya walaupun beda pulau kita tetap satu perjuang satu darah dalam suatu negara,jawaban siswa,5.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,dalam hubungan dengan bangsa indonesia sangat dalam karena semboyan ini bukan slogan tetapi fondasi kehidupan dan bernegara,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,bhineka tunggal ika yang menekankan persatuan sebagai moto negara yang dicantumkan pada lambang negara garuda pancasila,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,indonesia terdiri dari berbagai pulau dari sabang sampai merauke meskipun begitu indonesia tetap menjadi satu kesatuan dengan berbagai perbedaan,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,walaupun indonesia wilayahnya berbeda beda pulau tetapi tetap menjadi satu bangsa,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,indonesia adalah simbol tempat bhineka tunggal ika adalah berbeda tetap satu bahwasannya indonesia negara yang bersatu jika tidak bersatu negara kita bukan indonesia namanya,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,yaitu walaupun jauh atau tidak satu lingkup tetap bersatu,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,makna bhineka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman merupakan kesatuan dari bangsa indonesia,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,bhineka tunggal ika melambangkan persatuan di tengah keberagaman yang dirumuskan sebagai pondasi negara kerakyatan republik indonesia,jawaban siswa,10.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,berbeda beda tetapi tetap satu jua,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,kita memang berbeda suku ras budaya tetapi kita tetap bersatu tanpa membedakan suku lain,jawaban siswa,0.0
pendidikan pancasila,indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut coba jelaskan apa makna yang terkandung dalam hubungan bangsa indonesia dengan bhineka tunggal ika,makna yang terkandung dalam hubungan bangsa indonesia yaitu kita itu tidak boleh membeda bedakan meskipun berbeda beda ras suku agama dan budaya karena kita itu satu,jawaban siswa,5.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong dalam bahasa jawa gotong artinya pikul atau angkat sedangkan royong artinya bersama sama sehingga menjadi harafiah yang bermakna mengerjakan sesuatu dengan bersama sama,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,makna penting gotong royong ialah buat orang yang melakukan suatu hal dalam jumlah banyak,jawaban siswa,0.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,bekerja bersama untuk tujuan bersama,jawaban siswa,5.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong sama saja membantu suatu kesatuan kelompok secara cepat dan singkat dan menjadikan beban menjadi ringan begitu pula pada saat penjajahan dahulu indonesia saling bergotong royong untuk mengeluarkan penjajahan dari indonesia,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,makna penting dari gotong royong adalah suatu pekerjaan yang dilakukan secara bersama sama atau dilakukan dengan berkelompok,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,menciptakan kebersamaan dan kerukunan serta kepedulian bersama,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong adalah saling membantu sama lain agar mempermudah pekerjaan gotong royong juga meningkatkan kekompakan dalam tim baik fisik maupun non fisik,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong yaitu membantu menyelesaikan masalah secara bersama sama agar masalah yang dihadapi bisa cepat selesai seperti misalkan ada selokan yang tersumbat kita harus mengajak semua warga untuk gotong royong membersihkan selokan tersebut supaya tidak tersumbat lagi dan bisa bersih,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,meringankan pekerjaan dan dapat saling bekerja sama,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,bekerja sama secara nyata baik secara fisik atau nonfisik,jawaban siswa,5.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,maknanya untuk bekerjasama melestarikan lingkungan bekerjasama secara nyata baik secara fisik maupun nonfisik,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong adalah kegiatan bekerja bersama tolong menolong dan bantu membantu secara sukarela untuk mencapai tujuan bersama,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong adalah bekerja sama untuk mencapai tujuan bersama dan menjadi perwujudan sistem eknomi pancasila karena adanya keadilan sosial dan kebersamaan,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,bekerjasama secara nyata baik secara fisik maupun nonfisik,jawaban siswa,0.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,pepatah mengatakan berat sama dijinjing ringan sama di junjung bisa digaris bawahi gotong royong ini sesuatu yang apabila dilakukannya dengan cara bersama sama makan akan ringan,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong mengandung makna bekerja sama baik secara fisik maupun non fisik,jawaban siswa,5.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,makna penting gotong royong yaitu untuk membersihkan seluruh tempat yang ada,jawaban siswa,0.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,bekrja sama secara nyata dalam menyelesaikan suatu pekerjaan,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong adalah kita saling bekerja sama untuk tidak membeda bedakan ras suku dan budaya,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,makna dari gotong royong yaitu saling membantu satu sama lain,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,saling membantu bersama atau bekerjasama secara nyata baik secara fisik maupun non fisik,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong merupakan tindakan atau kegiatan yang dilakukan secara bersama sama untuk menciptakan persatuan kebersamaan dan keharmonisan dengan gotong royong membuat masyarakat menjadi akrab bersosialisasi dan saling membutuhkan,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,bekerja sama saling membantu tanpa membeda bedakan untuk mencapai tujuan yang sama,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,saling tolong menolong supaya satu lelah semua lelah dan supaya pekerjaan lebih mudah,jawaban siswa,10.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,gotong royong adalah dimana kita bertemu banyak teman kita ketemu saudara kita yang beda beda ras dan suku budaya,jawaban siswa,0.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,kerja sama saling bantu,jawaban siswa,0.0
pendidikan pancasila,jelaskan apa makna penting dari gotong royong,saling membantu sesama tanpa memandang agama ras dan suku membantu secara bersama sama,jawaban siswa,0.0
